(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,284.809,37,1,
1,285.489,37,1,
1,285.505,38,1,
1,285.93,38,1,
1,287.859,37,1,
1,288.035,38,1,
1,289.214,38,1,
1,290.06,37,1,
1,290.845,38,1,
1,291.584,39,1,
1,291.93,40,1,
1,293.278,41,1,
1,293.367,42,1,
1,293.879,41,1,
1,294.423,42,1,
1,298.875,39,1,
1,300.056,40,1,
1,300.485,40,1,
1,300.938,40,1,
1,301.877,40,1,
1,303.061,40,1,
1,304.852,41,1,
1,304.877,42,1,
1,305.408,42,1,
1,305.958,42,1,
1,306.626,42,1,
1,308.445,40,1,
1,308.629,41,1,
1,308.975,42,1,
1,309.649,42,1,
1,309.996,42,1,
1,311.202,42,1,
1,311.697,43,1,
1,312.039,43,1,
1,314.762,43,1,
1,314.817,44,1,
1,316.074,44,1,
1,316.235,45,1,
1,319.344,46,1,
1,321.852,46,1,
1,325.146,42,1,
1,326.172,42,1,
1,329.725,37,1,
1,330.124,36,1,
1,332.507,37,1,
1,333.03,37,1,
1,333.067,38,1,
1,333.512,39,1,
1,333.639,39,1,
1,334.31,39,1,
1,334.543,40,1,
1,334.58,41,1,
1,335.074,42,1,
1,335.21,43,1,
1,335.811,41,1,
1,339.877,40,1,
1,339.988,40,1,
1,340.602,40,1,
1,341.813,38,1,
1,344.518,36,1,
1,344.797,37,1,
1,346.89,36,1,
1,347.617,36,1,
1,348.384,35,1,
1,348.771,36,1,
1,349.103,37,1,
1,351.299,38,1,
1,351.949,38,1,
1,352.41,38,1,
1,354.873,37,1,
1,355.314,36,1,
1,355.552,37,1,
1,355.937,38,1,
1,356.209,39,1,
1,356.647,38,1,
1,357.099,39,1,
1,357.848,39,1,
1,360.671,35,1,
1,361.887,36,1,
1,363.026,36,1,
1,364.112,37,1,
1,364.297,37,1,
1,364.421,37,1,
1,364.845,37,1,
1,365.674,36,1,
1,366.849,36,1,
1,368.273,35,1,
1,369.325,35,1,
1,369.564,36,1,
1,371.75,34,1,
1,371.922,35,1,
1,372.132,36,1,
1,372.401,37,1,
1,373.684,36,1,
1,374.058,37,1,
1,374.818,38,1,
1,377.286,36,1,
1,377.475,37,1,
1,378.13,38,1,
1,378.442,39,1,
1,379.013,40,1,
1,379.299,40,1,
1,380.621,40,1,
1,380.797,41,1,
1,381.099,42,1,
1,382.933,40,1,
1,382.953,40,1,
1,385.727,36,1,
1,386.148,36,1,
1,386.235,37,1,
1,386.617,38,1,
1,387.093,38,1,
1,388.134,37,1,
1,390.527,36,1,
1,390.782,35,1,
1,394.237,33,1,
1,396.049,34,1,
1,396.518,34,1,
1,396.652,35,1,
1,396.952,35,1,
1,397.916,35,1,
1,398.784,34,1,
1,399.41,34,1,
1,399.939,34,1,
1,400.717,35,1,
1,401.503,34,1,
1,405.262,34,1,
1,405.299,35,1,
1,405.593,36,1,
1,406.558,35,1,
1,408.446,33,1,
1,409.982,33,1,
1,410.529,34,1,
1,412.756,35,1,
1,415.179,35,1,
1,415.362,36,1,
1,416.516,36,1,
1,416.52,37,1,
1,421.449,32,1,
1,421.611,33,1,
1,421.83,33,1,
1,423.069,34,1,
1,424.076,33,1,
1,424.511,34,1,
1,426.751,29,1,
1,427.733,30,1,
1,427.884,31,1,
1,428.749,32,1,
1,429.525,32,1,
1,430.961,32,1,
1,432.18,32,1,
1,434.916,26,1,
1,436.829,23,1,
1,436.962,24,1,
1,437.633,23,1,
1,438.166,23,1,
1,438.942,23,1,
1,439.121,24,1,
1,440.576,25,1,
1,440.676,26,1,
1,441.199,26,1,
1,442.105,26,1,
1,443.226,25,1,
1,447.785,17,1,
1,448.497,18,1,
1,448.638,19,1,
1,448.753,20,1,
1,450.785,18,1,
1,452.927,15,1,
1,455.981,11,1,
1,456.804,12,1,
1,457.32,13,1,
1,458.481,13,1,
1,459.218,14,1,
1,459.912,14,1,
1,462.224,14,1,
1,463.246,15,1,
1,467.983,14,1,
1,468.117,15,1,
1,469.023,16,1,
1,470.541,14,1,
1,473.631,11,1,
1,474.762,12,1,
1,476.408,13,1,
1,476.429,14,1,
1,477.942,14,1,
1,478.12,15,1,
1,478.278,16,1,
1,481.189,16,1,
1,481.505,17,1,
1,482.939,17,1,
1,483.088,18,1,
1,484.719,18,1,
1,484.999,19,1,
1,489.226,13,1,
1,489.27,14,1,
1,490.611,13,1,
1,492.758,12,1,
1,494.043,12,1,
1,494.572,12,1,
1,495.778,11,1,
1,496.411,12,1,
1,498.032,12,1,
1,499.323,11,1,
1,499.566,12,1,
1,499.81,13,1,
1,503.228,7,1,
(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,1.71058,0,0,
1,1.94862,0,1,
1,2.69604,0,0,
1,3.2991,0,1,
1,3.46068,1,1,
1,4.07592,2,1,
1,4.44651,1,1,
1,6.07418,1,1,
1,8.19343,0,0,
1,10.3468,0,0,
1,12.4014,0,0,
1,13.1253,0,1,
1,13.6156,0,1,
1,17.0902,0,1,
1,17.5618,1,1,
1,18.7603,1,1,
1,20.453,1,1,
1,20.5983,2,1,
1,21.5661,3,1,
1,22.085,4,1,
1,22.9213,5,1,
1,23.1031,5,1,
1,23.5981,6,1,
1,25.1653,5,1,
1,26.6221,3,1,
1,27.1187,4,1,
1,35.118,0,0,
1,35.2186,0,1,
1,35.2753,1,1,
1,36.005,2,1,
1,36.3489,3,1,
1,37.6257,3,1,
1,39.254,2,1,
1,39.9749,2,1,
1,41.4365,0,1,
1,42.1478,1,1,
1,43.883,0,1,
1,44.2712,1,1,
1,46.3318,0,1,
1,46.9875,1,1,
1,47.7659,2,1,
1,49.2383,2,1,
1,50.0434,2,1,
1,50.4077,3,1,
1,51.449,4,1,
1,52.3686,5,1,
1,55.3524,4,1,
1,56.9854,3,1,
1,57.247,4,1,
1,57.6149,5,1,
1,57.6436,6,1,
1,58.6479,5,1,
1,59.3021,4,1,
1,60.1581,4,1,
1,60.5769,5,1,
1,60.7348,5,1,
1,61.1986,4,1,
1,61.8362,5,1,
1,64.1712,3,1,
1,64.8376,3,1,
1,67.0852,2,1,
1,67.8676,2,1,
1,67.8867,3,1,
1,68.9723,3,1,
1,69.7105,3,1,
1,70.8506,4,1,
1,70.9866,5,1,
1,72.3386,4,1,
1,75.6804,0,1,
1,78.3057,1,1,
1,81.896,0,0,
1,82.5646,0,0,
1,85.8158,0,0,
1,86.9325,0,0,
1,87.7424,0,0,
1,87.9651,0,0,
1,89.9529,0,0,
1,91.1359,0,0,
1,91.2333,0,1,
1,94.5052,0,0,
1,94.6266,0,1,
1,94.6835,1,1,
1,94.9571,1,1,
1,94.9728,2,1,
1,95.4222,2,1,
1,96.232,2,1,
1,96.6937,3,1,
1,97.6978,1,1,
1,97.8053,2,1,
1,98.9602,2,1,
1,102.475,0,0,
1,103.257,0,0,
1,103.385,0,1,
1,104.79,0,1,
1,105.964,1,1,
1,106.053,2,1,
1,106.176,2,1,
1,106.856,3,1,
1,107.79,4,1,
1,108.468,3,1,
1,108.65,4,1,
1,109.703,4,1,
1,110.082,5,1,
1,110.937,4,1,
1,112.159,5,1,
1,113.656,4,1,
1,115.104,3,1,
1,116.55,0,0,
1,116.998,0,1,
1,117.223,1,1,
1,118.059,2,1,
1,118.886,2,1,
1,119.826,2,1,
1,120.338,3,1,
1,122.467,0,0,
1,123.034,0,1,
1,124.023,0,1,
1,124.488,1,1,
1,125.165,2,1,
1,125.597,3,1,
1,127.591,1,1,
1,128.054,0,1,
1,128.655,0,1,
1,129.137,1,1,
1,129.648,1,1,
1,130.923,0,1,
1,131.743,1,1,
1,132.984,1,1,
1,133.678,2,1,
1,133.828,3,1,
1,135.511,3,1,
1,136.151,1,1,
1,136.853,2,1,
1,140.461,1,1,
1,141.123,2,1,
1,142.76,2,1,
1,142.97,3,1,
1,144.088,4,1,
1,144.329,4,1,
1,145.899,4,1,
1,146.189,5,1,
1,146.208,6,1,
1,147.183,6,1,
1,147.295,7,1,
1,148.123,8,1,
1,148.293,9,1,
1,149.448,9,1,
1,151.472,8,1,
1,151.506,9,1,
1,153.89,7,1,
1,154.603,8,1,
1,156.282,7,1,
1,157.036,7,1,
1,157.398,8,1,
1,157.421,9,1,
1,158.55,8,1,
1,160.584,6,1,
1,161.617,7,1,
1,162.829,8,1,
1,163.445,9,1,
1,166.628,7,1,
1,168.607,5,1,
1,169.849,4,1,
1,170.088,3,1,
1,170.644,4,1,
1,170.991,5,1,
1,171.281,6,1,
1,174.432,4,1,
1,175.722,2,1,
1,175.818,3,1,
1,178.801,0,1,
1,179.735,0,1,
1,180.762,0,1,
1,180.793,1,1,
1,181.381,2,1,
1,181.72,3,1,
1,181.755,4,1,
1,183.077,2,1,
1,183.998,3,1,
1,184.319,2,1,
1,184.532,3,1,
1,184.795,4,1,
1,186.122,3,1,
1,186.674,4,1,
1,187.4,5,1,
1,190.806,2,1,
1,191.852,2,1,
1,192.237,3,1,
1,192.672,4,1,
1,196.303,4,1,
1,196.35,5,1,
1,200.848,3,1,
1,203.846,0,1,
1,208.71,0,0,
1,208.95,0,0,
1,210.075,0,1,
1,210.198,1,1,
1,210.907,1,1,
1,211.988,1,1,
1,214.606,2,1,
1,215.109,1,1,
1,215.553,2,1,
1,215.567,3,1,
1,217.357,3,1,
1,217.641,4,1,
1,217.703,5,1,
1,219.607,3,1,
1,220.177,3,1,
1,220.214,4,1,
1,221.331,2,1,
1,223.206,3,1,
1,223.408,4,1,
1,224.225,5,1,
1,226.434,2,1,
1,226.811,3,1,
1,227.237,2,1,
1,227.621,3,1,
1,229.291,1,1,
1,229.403,2,1,
1,230.538,2,1,
1,230.879,3,1,
1,231.045,4,1,
1,231.348,5,1,
1,231.537,6,1,
1,231.698,6,1,
